,TITLE,CATEGORY,flg
2144,2201 1818 33 8535 793 54 1141 2684,t,train
2145,430 51 8536 235 27 2047 2257 5 0 0 2473,b,train
2146,7 3108 1 113 0 4930 6221,t,train
2147,195 611 1092 156 45 167 26 998 1239,b,train
2148,4841 8537 0 0 0 4 532 679 152,b,train
2149,0 18 6222 175 5 1014 38 1739 123 0,b,train
2150,7 0 1 0 1867 26 3710 1868 79,b,train
2151,7 0 463 0 0 2211 41 177 3630,b,train
2152,8538 8539 689 4931 0 4932 8540 16 4114 1735 1283,e,train
2153,2046 1675 939 510 98 684 39 392 813,m,train
2154,1143 1224 25 1322 4115 57 2966 13 1504 480 106 30 27 1770 2,e,train
2155,309 480 69 614 1869 117 727 5 863 119,e,train
2156,368 0 1678 0 173 1716 1 7413 154 669 4 533 0,e,train
2157,2305 8 2305 4932 2967 5471 0 1786,e,train
2158,216 548 101 0 4933 3096 4586 68 1567,b,train
2159,244 4116 6223 0 11 2077 709 83 13 0 36 0 2,e,train
2160,12 88 271 729 209 26 4934 870 2218,b,train
2161,8541 4 716 932 1296 0 6212 4 0 521,m,train
2162,0 8542 0 6 0 649 0 612 1 0 2306 6224 9 2,m,train
2163,5860 566 375 82 0 167 10 2604 15 0 2605,m,train
2164,414 407 0 2215 13 932,t,train
2165,3788 33 41 2750 86 4117 241 360 4 1081 848,b,train
2166,0 0 10 14 4609 6225 2377,b,train
2167,4935 4118 2547 6226 104 154 2078 254 4936 25 23 1965 549,e,train
2168,23 2766 32 14 0 0 128 1484 8543 2570 0,t,train
2169,1052 2361 249 250 8 314 2178,b,train
2170,6227 8544 2579 2942 918 252 5815 49 4523 0,e,train
2171,7 8545 692 4594 108 24 2828 1867,b,train
2172,7 8546 392 4119 2232 0 1365 4119 2239,m,train
2173,2951 2968 9 0 3450 0 917 77,b,train
2174,53 655 36 11 0 0 4120 4937 8547 11 0 25 356 1662,e,train
2175,1915 1233 6228 403 8548 19 0 223 14 0 4 490,e,train
2176,1981 1629 0 4121 8549 36 2307,e,train
2177,3152 0 16 117 669 6229 401 66 2308 7996,b,train
2178,5984 20 266 459 392 4010 0 3880 6230 0 307 2,m,train
2179,153 1531 4 340 8 6231 63 0 0 881 4 222 125,e,train
2180,103 176 6 44 5508 33 2606 375 123 2778 494 4834,b,train
2181,0 3887 1870 13 0 17 8550 70,b,train
2182,997 2378 15 1060 4406 4059 355 712 2187 3104,e,train
2183,429 445 4558 2963 0 0 206 0 2079 821,e,train
2184,738 549 610 866 0 4023 16 72 6232,e,train
2185,340 189 2157 937 741 140 105 2752 4 1115 1363,b,train
2186,2909 426 749 67 1871 0 17 6233 198 2794 5491 273 501,m,train
2187,8551 930 94 123 1111 0 24 0 10 0 1 371 230,m,train
2188,74 0 21 3202 58 104 0 16 280 5666 4122,t,train
2189,7 0 0 1298 79 39 987 5 2721 4617 8552 10 0,t,train
2190,8553 1216 1115 1521 2045 3295 2607 400 879,b,train
2191,12 88 55 384 6 4938 8554 8555 6234,b,train
2192,128 159 65 1936 1 0 0 1 3928 4 8556 1511 949 0 2,t,train
2193,218 1993 548 226 4939 34 223 948,b,train
2194,46 50 4123 3677 6 62 301 6235 2608 8557 4 8558 8559 2,e,train
2195,303 17 294 4940 246 1655 8560 71 786,e,train
2196,144 844 6236 171 1195 5 195 4 998 1718 1 381,b,train
2197,607 886 3452 1822 30 1412 517 32 498 967 273,e,train
2198,46 50 8 46 50 974 1 8561 660 5 1389,e,train
2199,4941 4942 389 390 3453 2969 15 8562 82 1479 355 3236 8563,e,train
2200,104 0 0 1747 6237 19 4943 9 8564 6 115 134 4688 35 19 2,e,train
2201,429 445 515 6238 53 1577 3673 1382 150 20 0,e,train
2202,446 1181 30 551 23 4877 6239 248 1729 69 0 25 69 168 0,e,train
2203,218 4079 905 4881 202 159 4124 4080 201,b,train
2204,6240 88 55 702 2062 590 475 8565,b,train
2205,81 0 3347 204 1732 911 4643 1178,b,train
2206,11 118 0 1823 1 8566 4 641 4 247,t,train
2207,6241 15 557 8171 0 1994 568 6242,m,train
2208,0 121 107 0 8567 26 524 2970 9 579 24 3742 4125 2,m,train
2209,27 6243 425 1395 244 321 196 23 8568 0 0,e,train
2210,71 69 67 3454 13 203 1068 0 37 23 3335 749 117 1319 2,m,train
2211,1614 1 893 0 2019 10 641 5872,b,train
2212,0 24 43 782 0 1353 337 659 2439 557 2124 1487 374 2,e,train
2213,478 3088 8 478 0 4126 0 197,e,train
2214,587 757 6244 151 43 6245 0 6 62 588 85 4 5557 8322 2,e,train
2215,392 1656 3333 164 0 199 1581 16 2046 1175 21 0,m,train
2216,0 314 4944 146 8569 1 8570 93,b,train
2217,1777 2715 13 4127 20 6246 1833 2609,b,train
2218,267 415 8015 2782 1914 1750 10 43 4401 878 4 27 124,e,train
2219,356 855 453 1191 3318,b,train
2220,216 34 18 4764 178 6 2040 38 3455 3395 3456,b,train
2221,1253 0 1046 8571 1 424 0 10 0 59,b,train
2222,310 25 23 1965 831 8 4935 4118 0 606 173 23 3457 0 30 310 25 23 2,e,train
2223,3206 8 3206 1894 712 4945 24 31 28,e,train
2224,866 227 109 85 1 658 1079 2553 1 397 8572 8573 6247 54 0 15 2,e,train
2225,463 132 3399 12 375 82 1026 1366 1026 1497,b,train
2226,268 83 168 8574 3458 0 805 2610 273 0,e,train
2227,7 0 84 1460 788 630 1349,b,train
2228,528 21 2074 1974 149 17 207 5988 22 1835,t,train
2229,0 78 5 14 0 0 0 6248,b,train
2230,81 2025 184 8575 2181 145 9 12 221 68,b,train
2231,0 0 0 39 2611 123 1609 5 3776 1026,m,train
2232,503 625 6133 10 0 15 6047 4 6249 6042 6 1035 2029 62 15 2,e,train
2233,988 4946 2041 1152 2061 1230 353 43 0 3317 43 0 75 4128 2,e,train
2234,399 28 6250 4 6251 8576 6 62 1894 43 4095 2,e,train
2235,2080 0 0 136 2449 2856,b,train
2236,31 28 0 399 1 3267 279 0 0 0,e,train
2237,81 0 558 690 34 26 0 68 2309,b,train
2238,0 8577 1 1030 1302 793 1479 8578 0,b,train
2239,695 132 506 53 8579 993 16 3441,e,train
2240,6252 6253 1574 36 11 90 1522 225 412,e,train
2241,8580 8581 8582 2310 1 3992 26 2938 4 8583 4947 10 453 2,t,train
2242,0 0 8584 4945 6254 34 0 2398 14 459,t,train
2243,6162 8 537 0 6162 2027 235 0 16 449 0,e,train
2244,95 13 2708 117 4948 37 11 0 653,t,train
2245,1551 278 861 2836 32 550 594 4 310 639,b,train
2246,95 251 220 19 8585 3393,e,train
2247,7 0 3419 2568 574 1 3709 0 1759,b,train
2248,2612 2311 518 14 0 1458 123 3449 0 528 6255 35 2,t,train
2249,5706 5707 3681 1442 462 1144 87 3159 8586 431 8587 2,e,train
2250,0 0 0 0 804 0,b,train
2251,258 2215 106 254 11 1902 413 102,b,train
2252,46 50 1959 13 203 3376 3249 1998 254 3890 1655,e,train
2253,636 1024 455 33 2497 2800 0 10 1343 4 829 3781 4469 25 2,e,train
2254,474 555 8 474 555 15 1481 2194 6256 2249 10 0 19 0,e,train
2255,0 11 895 5486 275 1 2675,b,train
2256,0 742 203 8588 8589 1 464 8590,e,train
2257,127 25 157 208 1172 30 11 1494 517 20 0 0 325,e,train
2258,8591 700 78 0 0 45 165 5 562 54 467 38 624,b,train
2259,7 1681 4949 4950 1046 1 1901 10 1001,b,train
2260,4710 72 8592 5954 3120 0 1369 3459 48 63 325 22 23 2,e,train
2261,46 50 8 46 50 4951 4 0,e,train
2262,0 0 0 1633 15 19 3136 0 10 2605,e,train
2263,1184 153 4952 8 153 4952 1870 13 11 1090 16 27 124,e,train
2264,268 125 1 8593 14 1145 9 14 0,m,train
2265,531 480 2137 1071 928 22 863 6257 199 71 0 603 0 1 2971 2,e,train
2266,3656 3112 3284 1812 9 453 348 8594 0 4 1303 6258,e,train
2267,70 1292 442 394 2312 6 259 24 347 0,b,train
2268,1614 4 3400 296 10 67 182 1079 73 2574,b,train
2269,7 0 973 8595 4835 889 1630 896 0 2613,b,train
2270,258 8596 12 825 377 4 1312 20 309 0 152,e,train
2271,122 138 5 12 177 2902 26 194 409,b,train
2272,31 28 8 31 28 15 60 56 1 3161 530 435,e,train
2273,1400 1800 0 8597 601 1 217 0 10 266 372,e,train
2274,4723 229 531 13 464 30 714,e,train
2275,1989 2081 472 4 1044 0 1 5852 2878,b,train
2276,7 8598 230 1872 8599 44 8600 10 41 3891 1 4129 4,b,train
2277,37 14 2545 0 3919 1 14 557 0 53 0 0 109 1 2,t,train
2278,224 730 1323 2262 0 129 13 766 313 2289,e,train
2279,1287 7658 7659 2468 2798 7660 186 1106 0 402 1552 3664,t,train
2280,597 8 3081 7995 13 1172 22 23 852 16 27 124,e,train
2281,1687 2280 6259 1163 1814 25 417 2425 30 72 1009 2,e,train
2282,2082 4806 100 4130 54 0 8601,b,train
2283,1400 1800 608 20 8602 8603 19 232 280 893,e,train
2284,168 357 860 438 835 21 16 8604 0,e,train
2285,896 78 1257 645 2972 163 6 7588 345,b,train
2286,103 384 1 2313 175 667 351 26 243 3347,b,train
2287,74 57 4679 149 11 8605 8606 69 928 22 3369,b,train
2288,356 302 1 8607 163 6 70 1 6260 3694 419,b,train
2289,127 596 6261 6262 0 14 0 1394 1754 157 208 590 939 2,e,train
2290,133 185 8 133 185 384 8608 1992,e,train
2291,4131 8609 8610 4467 722 35 0 8611 199 7402 4801,e,train
2292,738 549 610 830 16 11 1185,e,train
2293,769 2302 4948 0 48 0 8612 22 0 654,t,train
2294,8613 8614 1659 6263 8615 8616 39 884 2181 8617 2920,b,train
2295,0 0 0 11 2968 1 0 0,b,train
2296,244 321 42 8618 2137 8619 8620,e,train
2297,4132 2973 2568 3117 9 574 6264 635,b,train
2298,1748 2179 993 379 37 4601 0 25 2083 4133 66 11 2974 2,e,train
2299,131 8621 74 336 1484 0 0 0,t,train
2300,2791 0 163 6265 123 65 1 8622 10 8623 0,m,train
2301,0 1221 0 12 2578 2777 57 3460,b,train
2302,1698 166 1512 94 121 8624 2614 0 699 35 4134 214 8625 2,m,train
2303,7585 855 8626 1565 10 3390 2775 8627,b,train
2304,160 1650 0 895 0,t,train
2305,0 0 666 802 0 133 185 5 100 0 0 8628 2,e,train
2306,1654 1276 8 1654 1276 0 41 6028 1511,e,train
2307,2305 15 14 964 9 1243 0 20 406 0,e,train
2308,7 0 1 658 8629 59 1475 4953 263 0,b,train
2309,2273 2615 0 1127 6266 6267 733 8630 1137 13 534 2,e,train
2310,1469 3173 3736 895 21 5624,b,train
2311,587 757 2955 43 2747 1225 4 19 1390 0 0 1 0 43 0 2,e,train
2312,5615 1541 5541 59 80 108 1 113 8631,b,train
2313,7 0 465 312 10 8632 4135 1 2790 85 4461,b,train
2314,156 45 1962 6 80 230 1293 6268 44 2084,b,train
2315,493 236 8 493 236 857 72 1888 4136,e,train
2316,46 50 2616 626 6269 3145 1898 9 4954 0 634 3662 660 737 2,e,train
2317,705 19 266 1 3382 2183 1699 21 6270 37 47,b,train
2318,27 0 0 109 1 1407 14 0 8633,t,train
2319,430 320 4538 53 2037 51 32 0 3461 152,b,train
2320,969 1736 1 285 12 629 4955 418 5 834 84,b,train
2321,1263 0 3925 66 11 1337 4956 16 6271 347 654,t,train
2322,77 9 2544 192 6 0 398 293 0 3462 8634,b,train
2323,1601 4957 8 1601 4957 222 1564 8635 16 2423 1182,e,train
2324,0 5 0 2032 6 8636 8637 3463 1 165 2468 146 2,b,train
2325,1010 8638 36 1282 16 1441 496 733 87 1282 1495,t,train
2326,60 56 8 60 56 0 10 31 28 0,e,train
2327,144 8639 8212 4958 4 70 2899 0 8640 914,b,train
2328,503 625 35 637 6272 1 190 100 4959 4137 24 1053 9 2,e,train
2329,265 239 77 0 18 8641 174 525,b,train
2330,216 451 6 351 965 5 316 12 541 177 622 1205,b,train
2331,4106 0 14 8642 0 5 1209 0 26 339 9 43 4960 3992 4 14 2,e,train
2332,686 337 5738 0 0 10 2494 8643 14 374 26 14 220 543,e,train
2333,7 3464 746 2041 323 0 1040 954 7851,t,train
2334,439 300 8 439 300 1 3388 2607 3465 9 2739,e,train
2335,4138 2617 256 1553 65 0 34 1 0 10 2198 9 424 68 0 0 1191 2,t,train
2336,3760 0 1 2618 721 1 0 0 136 6273,m,train
2337,0 13 0 7518 199 21 97 0 2975 8644 2,e,train
2338,8645 2812 5 3856 8646 80 508 44 4961,b,train
2339,0 3466 2265 4777 8647 2619 3370 4515 17 4778 5593,e,train
2340,0 2976 62 4962 1849 5 2929 815 14 1335 4015,b,train
2341,500 1010 6274 2294 3432 17 1583 4963 17 87,e,train
2342,248 3922 8648 705 8649 391 15 14 0 13 27 0,e,train
2343,0 0 1816 89 8410 30 252 149 11 125,t,train
2344,4683 1 980 3301 2286 6 0 1586 4964,b,train
2345,478 1310 384 2541 137 8650 39 1129 1324 24 4965 1945,e,train
2346,150 1695 626 0 34 15 0 3405 8651 15 624 331 6275 26 2,e,train
2347,61 67 0 647 0 1003 1250 3131 1 647 4966,b,train
2348,0 1925 4967 1907 1245 9 206 8652 17 2314 25 831 5 2,e,train
2349,1226 5750 220 543 1244 149 11 469 91 4968 30 0 550 2,e,train
2350,31 28 4969 0 0 18 14 405 24 947,e,train
2351,148 746 1032 0 24 7843 7841 1141 2684 94 115 2,b,train
2352,2114 4970 10 2085 377 5 1408 9 1723 532 6276,b,train
2353,11 2545 2828 1215 6186 4645 0 24 19 0 0 2,t,train
2354,7 2692 146 335 19 3285 1045 4 189,b,train
2355,21 1614 3467 14 8653 2977 83,b,train
2356,1202 0 227 7257 1873 8654 1087 19 996 4573 19 0 3742 0 1294,m,train
2357,0 0 0 3320 1 432 38 1677 8655,b,train
2358,7561 1554 2678 730 3123 16 1226 2209 656,e,train
2359,1683 2275 2816 4640 3144 1639 0 0 0,e,train
2360,7 5808 33 189 1597 292 2534 8656 1031 1 12 287 2,b,train
2361,4971 0 21 1357 13 0 69 25 11 592 97 1417 0,e,train
2362,1700 5488 307 4972 2901 495 1991 743 8657 21 83 2,m,train
2363,4909 5830 301 8658 39 3365 26 817 24 1754 153 4973,e,train
2364,265 239 0 18 8659 174 1088,b,train
2365,283 482 8660 634 100 8661,e,train
2366,7 0 1800 2832 6277 794 8597 601 1 1334 12 434 405,e,train
2367,0 2295 0 2620 9 0 4129 79 3172 1515 0 6278 2,e,train
2368,1626 421 8 1626 421 8662 13 0 0,e,train
2369,0 0 2514 5 452 1122 8663,m,train
2370,2891 0 1085 563 19 0 0 3468,b,train
2371,8664 6279 21 1650 6280 6281 77,b,train
2372,53 655 36 11 27 6282 37 2621 1969 6283,e,train
2373,160 0 207 1956 0,t,train
2374,1052 3469 8 249 250 8 189 2086,b,train
2375,128 945 121 4130 1 468 2149 1254 933 0 115 1 0 2,t,train
2376,47 4974 1 6284 292 6285 6286 375 3630,b,train
2377,969 1736 1 285 12 629 4955 418 5 834 84,b,train
2378,150 1695 626 15 2189 82 8665 8651 10 8666 8667 15 2,e,train
2379,95 1664 252 15 6287 0 4047 504 3197 196 19 0,b,train
2380,60 56 92 31 598 246 8668 4139,e,train
2381,368 4140 8 368 4140 506 0 20 6288 6289 2359 2301,e,train
2382,0 4141 2415 0 7792 8669 161 0 61 2087 1568,e,train
2383,350 441 25 537 927 994 16 8670 22 959 0 4516 3470 0 2,e,train
2384,52 0 4975 23 0 92 0 0 8671 16 8672 0 1256 83 11 2,e,train
2385,6290 4111 4142 2271 4 2622 679 10 0,t,train
2386,0 1465 2315 500 487 58 207 0 0,m,train
2387,3676 337 3237 1 650 1 3471 31 28 151 14 0,e,train
2388,7 0 33 146 1 1765 815 510 93 696 394 4 731 605,b,train
2389,1070 1865 1 0 73 4788 58 1227 364 152,b,train
2390,846 8289 2785 1 3086 5 830 20 11 469 696 4125 6115,e,train
2391,122 79 1 2393 931 4 7363 8673 948 4488,b,train
2392,0 2623 223 2469 508 5 44 8674,b,train
2393,511 26 760 8675 148 6291 1553 8676 8677 5 868 2316,b,train
2394,205 1377 7619 1972 13 3791 7620,b,train
2395,629 4976 2070 1482 7952 4 0 377 32 3472,b,train
2396,57 8678 1769 22 3252 37 1499 8679,e,train
2397,666 802 8 666 802 0 2307 22 8680 0,e,train
2398,7 0 8681 34 77 9 1338 24 1115 41 277 479 8682,b,train
2399,52 1461 21 336 4440 37 2714 32 1747 1574,e,train
2400,1062 8683 1771 13 821 3124 30 8684 77,b,train
2401,478 6292 25 1034 3679 2317 266 709 1874,e,train
2402,2915 1845 2161 106 17 0 0 0 57 336 2,e,train
2403,1428 7288 48 63 0 0 7826 860,m,train
2404,882 117 3780 13 149 17 11 27 443 188 8685,e,train
2405,148 8686 1536 2035 0 1467 4977 164 6293 664,b,train
2406,6294 6295 4978 4979 0 21 1056 23 6296,e,train
2407,12 88 55 8687 298 184 1103 728,b,train
2408,0 6297 8 135 1171 324 3423 121 6298 2739,e,train
2409,12 184 690 167 4 716 582,e,train
2410,205 42 83 8688 5 1786 20 3429,b,train
2411,267 415 6299 137 107 3411 1914 1750 15 355 440 10 19 824,e,train
2412,2318 15 2890 0 6 156 2088 690 34,b,train
2413,484 8689 3904 8690 8691 2306 26 839 2,b,train
2414,0 8692 0 147 0 92 0 8693 57 473 154 2539 16 2,e,train
2415,173 546 14 7649 649 143 115 14 263 7650 206 4560,b,train
2416,7 8694 753 455 1249 287 9 0 0 24 8695 2,e,train
2417,1547 17 11 0 4851 37 4143 7809 11 266 0,e,train
2418,2564 858 978 380 57 203 23 8696 336 63 2564,t,train
2419,793 865 33 780 86 2729 186 360 4 314,b,train
2420,2949 143 387 0 0 15 0 0 11 3084 9 7304 2,e,train
2421,1429 1223 57 83 2705 2978 642 6198 1016 17 4061 2952,m,train
2422,133 185 608 66 49 11 0 17 490,e,train
2423,202 2524 8697 0 10 189 952 29 4901 103 293,b,train
2424,81 0 1001 1630 0 80 230 400 3345,b,train
2425,3473 8698 8 3473 8698 2161 1339 1238 58 1679 4830 6300,e,train
2426,132 444 8699 1871 2979 196 6301 58 2980 1133,e,train
2427,1265 449 857 534 15 45 8700 4689 1216 3474,e,train
2428,0 0 230 448 0 6 44 8701 34 10 778,b,train
2429,4980 596 39 8702 8703 1 8704 4981 2391 6302 4 41 604,e,train
2430,141 35 905 2522 0,b,train
2431,0 1897 803 24 0 0 26 524 940 6303 4 453 2,e,train
2432,0 1430 386 99 5 2902 9 44 1217,b,train
2433,5992 1966 0 2676 5 14 6304 9 0 0,e,train
2434,95 1724 62 0 4 0 31 28 588 85 4 19 3475 0 1390 2,e,train
2435,6305 603 2981 10 2080 21 2945 0 71 6306,b,train
2436,7 0 1 1518 2456 1 0 2055,b,train
2437,7 0 2452 0 0 8705 18 434 405,e,train
2438,7781 274 476 4684 4982 0 391 15 1309 8706 6307 2,e,train
2439,125 413 4983 1410 2248 585 3313 1 8707,b,train
2440,0 3476 25 11 8708 826 17 823,e,train
2441,57 772 0 1051 14 0 0,b,train
2442,736 0 8709 0 331 0 3984 9 0,m,train
2443,74 0 853 1053 0 3109 0 2598 452 0,t,train
2444,519 8710 750 0 8711 1835 2385 8712 623 22 2,e,train
2445,1546 6308 8 1546 6308 1 3477 11 861 0,e,train
2446,7 0 3314 39 4472 3858 45 151,b,train
2447,282 427 2982 4 3478 0 6309 1151 5 14 557 1851 18 14 2,e,train
2448,0 419 0 30 636 6214 8507 0,t,train
2449,5896 1 8713 0 91 0 0 135 9 297,e,train
2450,946 763 4144 8714 723 2983 8640 699 2900 2,b,train
2451,1155 0 95 485 4508 87 27 3635 20 0 25 2535 654,e,train
2452,300 235 131 0 2789 1569 6 8715 6 272 1401,t,train
2453,81 8716 1093 213 3428 941 176 5 177 1538,b,train
2454,0 485 519 89 881,e,train
2455,16 0 111 2984 331 3845 1953 10 14 2924 6310 4 2975,e,train
2456,245 1640 123 1308 14 459 4893 9 0 19 348 29 0 437 2,b,train
2457,293 640 1 285 0 6311 26 0 3307 3479 754 2,b,train
2458,91 0 35 85 9 530 8717 769 0 8186 34 1 8718 14 105 4145 2,t,train
2459,72 0 4984 836 0 0 1364 23 1146 21 16 11 2,e,train
2460,0 0 599 3415 9 0 0 0 402,e,train
2461,2319 0 6312 4544 4545 21 396 0 17 0 25 266 2,t,train
2462,7 8298 108 4985 1135 3157 9 913 8719,b,train
2463,2231 8151 506 11 752 2039 838,e,train
2464,846 3328 0 34 19 4943 6 111 2931 6313 0 18 477 2,e,train
2465,205 42 89 142 222 258 0 1701,t,train
2466,1922 4146 5 4065 0 2403 34 5 1354 758,b,train
2467,1070 2075 47 2560 912 6 6314 982 6315 461,b,train
2468,274 476 25 1830 1168 203 0 66 58 246 0 161 2,e,train
2469,0 1132 229 0 4986 6316 0 168 8720,e,train
2470,3152 4 2089 9 559 256 744 0 0 933 35 1553 4929 4 19 2,t,train
2471,7 0 4 2985 259 0 115 18 137 1079 59 635,b,train
2472,772 2279 3746 7264 6317 4987,m,train
2473,7 0 754 744 5997 2090 8093 1186 1572,m,train
2474,2953 526 71 49 13 647 66,b,train
2475,217 12 2986 0 8721 221 1373 0 6 359 4988,b,train
2476,8722 8723 462 0 6 4989 1555 2687 1699 9 8724 6318,e,train
2477,1041 0 541 47 6319 1270 8725 167,b,train
2478,0 0 6 0 4 432 789 696 1431,b,train
2479,274 476 8 274 476 0 34 197 2624,e,train
2480,1503 703 8 1503 703 623 58 0 523 241 0,e,train
2481,11 0 35 1967 8726 205 1724 108 24 589 1 353 5 128 2,t,train
2482,262 332 4962 10 105 371 319 1305 817 1394 43 197 2,e,train
2483,205 564 1686 26 2701 143 6320 1 684 4 355 4982 2,b,train
2484,4599 8727 8 4599 8727 0 32 1098 3480 1306 3462 235,e,train
2485,2804 2471 1769 22 3252 37 0 6321 8728,e,train
2486,2417 3152 228 0 128 198 3320 468 196 19 1556 0,t,train
2487,95 618 2118 0 6322 3481 16 1054 4891,t,train
2488,1006 1702 1048 3482 3290 277 9 14 434 405 10 755 435 2,e,train
2489,2781 8729 110 1293 5 1094 1 0 770,b,train
2490,6323 54 28 4147 0 15 0 18 477 2579 634 19 2,e,train
2491,4027 0 8 0 4148 1689 36 1665 260 412,e,train
2492,636 8497 8498 2035 614 873 2074 769 13 245 304 25 2,t,train
2493,1925 3483 8 1925 3483 301 1225 2464,e,train
2494,150 908 26 1864 4104 684 107 1449 0 6324 0 6 107 2,e,train
2495,217 8165 0 142 2173 3484 17 0 130 252,m,train
2496,2221 2797 1692 939 0 93 735 4 130 692,b,train
2497,1287 8730 1491 0 2079 1333 1447 4149,b,train
2498,188 3485 25 0 0 135 1526 4150 1937 1132 36 4151,e,train
2499,597 8 5975 4431 3103 266 1064,e,train
2500,597 8 1906 135 8731 305 4990 16 1228 495 1342,m,train
2501,274 476 8 274 476 4991 22 246 119 20 2625 17 523 2,e,train
2502,11 6325 0,e,train
2503,11 1674 229 8732 324 8733 11 701 1869 0 1703 1557 0 2,e,train
2504,0 142 2255 1153 4992 11 2987 2988 22 5462 83 91 69 2,e,train
2505,268 383 0 37 19 6326 0 24 8033 8734 1 19 5764 24 19 8735 2,e,train
2506,591 674 48 1923 2714 32 3486 4993 8736,e,train
2507,8300 2812 0 226 365 397 0 0 4994 4152,t,train
2508,7 0 2746 8737 12 747 1 8738 8246 8247 491,t,train
2509,8739 4995 25 8740 1624 71 1583 30 11 2618 1284,m,train
2510,129 139 31 28 139 31 28 13 443 570 6327 0,e,train
2511,7 4996 1675 1248 1045 4 41 2581 9 1530 392 813,m,train
2512,589 325 13 1704 764 4852 2626,b,train
2513,53 23 2320 517 25 343 133 185 840 30 534 0,e,train
2514,244 321 42 8618 2137 8619 8620,e,train
2515,1036 71 11 366 2796 17 3654 567 3111,e,train
2516,100 8741 0 718 2832 6 494 630 795 15 134 115 945 121 2,b,train
2517,478 1310 6328 22 0 0 0 0 95 2,e,train
2518,12 346 690 34 6 578 3386 475 0,b,train
2519,12 33 8742 8743 2989 1 8744 1933,m,train
2520,1000 345 6 47 1699 4675 3333 5 311 200 0,b,train
2521,3749 21 0 6 114 48 8745 2276 872 120 8354,b,train
2522,147 2259 2835 4153 6329 1 3194 1386 0 263 1975 2254 2,e,train
2523,858 978 3761 63 6330,t,train
2524,356 2531 3467 6142 240 164 905 6331,b,train
2525,882 95 31 28 0 4997 0 4998,e,train
2526,100 0 840 0 0 2203 17 0 0 100 2,t,train
2527,2627 2990 0 20 617 8592 0,e,train
2528,141 89 807 502 13 1097 106 69 986 1760 49 95 11 6332 6333 2,t,train
2529,7 8746 84 553 75 518 9 347 998 4154,b,train
2530,148 2196 42 74 198 63 0 0,t,train
2531,4027 1689 8 1689 57 63 8747 32 307 8748,e,train
2532,130 692 0 3268 380 1 8091 2221 51,b,train
2533,0 0 24 0 18 470 604 2868,e,train
2534,3250 877 18 186 0 1330 19 1906 6 0 3977,b,train
2535,31 28 8 31 28 15 60 56 740 279 1817 197 2,e,train
2536,728 168 0 25 8749 6334 11 1728 3671,b,train
2537,47 66 20 228 0,e,train
2538,1703 1557 0 11 1674 8750,e,train
2539,112 155 1149 87 5614 6069 4026 2307 30 849 17 2321 2,e,train
2540,770 1502 2991 809 1749 16 279 4999 680,b,train
2541,7 288 6335 287 4828 463 0 1496 0 0 2871,b,train
2542,4114 2580 2728 1657 143 8741 0 0 226 1403,b,train
2543,265 1737 174 5 8751 1 8752 239 18 0,b,train
2544,1155 2628 8 1155 5000 23 27 3635,e,train
2545,282 427 25 529 673 1016 11 2307 13 1051 0,e,train
2546,122 201 223 80 6 202 2780 18 778,b,train
2547,64 8753 1458 11 0 590 939 111 15 169 4155 8754 1 2,e,train
2548,12 78 2008 1 232 6 5974 0 2992 237,b,train
2549,0 201 8557 26 12 0 221 68,b,train
2550,245 304 97 4972 12 0 0 2987 364 0 25 8755,t,train
2551,3426 82 126 26 8756 5001 82 26 0 0 3171 8711 2091 85 1 2,b,train
2552,1223 33 62 35 2416 0 94 0 82 0 1 5002 19 8420 2,m,train
2553,71 244 321 25 368 481 5503 23 0 208 6121 20 27 2838 2,e,train
2554,495 8757 48 63 2237 20 0 5921,m,train
2555,95 3915 21 117 0 0 8758 21 0,m,train
2556,0 0 4117 1 2032 4446 1 19 0 9 0 15 0 0,t,train
2557,7 0 8759 2020 8760 39 56 789 1031 1 166,m,train
2558,0 5003 8761 4 2388 82 2239 39 1667,m,train
2559,0 222 4753 17 880 0 0 37 70 0,b,train
2560,2476 1720 84 138 1822 93 6 810 165,b,train
2561,5004 170 4577 284 173 11 366 0,e,train
2562,7 8762 4715 465 4156 5 1902 413 825 574,b,train
2563,12 4157 788 167 90 5005 5 209 2420 3652,b,train
2564,4910 60 56 8763 8764 8765 2204 8766 22 8767,e,train
2565,1419 54 128 8 74 35 945 14 2545 864 0 895 2921 18 2,b,train
2566,2308 262 332 25 52 2813 1935 0 0,e,train
2567,493 236 8 493 236 857 1571 0,e,train
2568,1095 5006 0 92 0 2368 22 1309 3487 2565 0,e,train
2569,112 1049 3488 1180 173 1377 23 1159 16 87 1267,e,train
2570,2585 5007 2047 363 0 8768 37 2322 8769 5008,b,train
2571,148 0 5989 664 10 2209 972 9 464 4865,t,train
2572,7 8770 15 2483 760 668 309 211 1705 54 1486 4896 4158,t,train
2573,483 1 353 4159 0 117 0 491 159 4160 1065,b,train
2574,110 1212 2865 2993 118 4 1450 639,b,train
2575,1190 42 1807 536 48 2629 0 461 18 8771,b,train
2576,132 1789 1346 478 6299 137 2115 2783,e,train
2577,4041 8 4041 15 720 1 3086 18 90 477 170 193,e,train
2578,714 1 1367 98 9 3805 1085 2041 9 114 8772,t,train
2579,322 514 1554 2584 17 523 1417 16 0 25 278 2610 2,e,train
2580,546 1806 151 426 93 6 1116 341 3314 2866,b,train
2581,2217 3275 989 5009 2788 229 186 3703,e,train
